Week Ending Date,State,Average Expected Count,Observed Number
2018-03-17,California,5401,5686
2018-03-17,Colorado,794,796
2018-03-17,Connecticut,643,613
2018-03-17,Delaware,184,169
2018-03-17,District of Columbia,114,118
2018-03-17,Florida,4230,4317
2018-03-17,Georgia,1711,1694
2018-03-17,Hawaii,240,260
2018-03-17,Idaho,271,270
2018-03-17,Illinois,2086,2093
2018-03-17,Indiana,1280,1304
2018-03-17,Iowa,585,600
2018-03-17,Kansas,529,546
2018-03-17,Kentucky,961,956
2018-03-17,Louisiana,882,888
2018-03-17,Maine,305,300
2018-03-17,Maryland,971,1010
2018-03-17,Massachusetts,1250,1144
2018-03-17,Michigan,1937,1938
2018-03-17,Minnesota,879,818
2018-03-17,Mississippi,642,601
2018-03-17,Missouri,1295,1290
2018-03-17,Montana,204,196
2018-03-17,Nebraska,356,372
2018-03-17,Nevada,509,550
2018-03-17,New Hampshire,250,223
2018-03-17,New Jersey,1441,1421
2018-03-17,New Mexico,367,363
2018-03-17,New York,3114,3019
2018-03-17,North Carolina,1894,1844
2018-03-17,North Dakota,133,130
2018-03-17,Ohio,2402,2363
2018-03-17,Oklahoma,801,739
2018-03-17,Oregon,755,791
2018-03-17,Pennsylvania,2749,2752
2018-03-17,Puerto Rico,544,625
2018-03-17,Rhode Island,225,181
2018-03-17,South Carolina,984,996
2018-03-17,South Dakota,166,157
2018-03-17,Tennessee,1453,1532
2018-03-17,Texas,4043,3954
2018-03-17,United States,56756,56466
2018-03-17,Utah,379,380
2018-03-17,Vermont,119,113
2018-03-17,Virginia,1347,1305
2018-03-17,Washington,1152,1166
2018-03-17,West Virginia,439,458
2018-03-17,Wisconsin,1052,1035
2018-03-17,Wyoming,90,81
2018-03-24,Alabama,1027,993
2018-03-24,Alaska,83,76
2018-03-24,Arizona,1192,1232
2018-03-24,Arkansas,613,578
2018-03-24,California,5359,5486
2018-03-24,Colorado,782,821
2018-03-24,Connecticut,635,609
2018-03-24,Delaware,182,193
2018-03-24,District of Columbia,113,112
2018-03-24,Florida,4207,4197
2018-03-24,Georgia,1691,1649
2018-03-24,Hawaii,239,215
2018-03-24,Idaho,269,307
2018-03-24,Illinois,2091,2171
2018-03-24,Indiana,1279,1281
2018-03-24,Iowa,587,595
2018-03-24,Kansas,521,529
2018-03-24,Kentucky,951,926
2018-03-24,Louisiana,876,867
2018-03-24,Maine,301,282
2018-03-24,Maryland,959,917
2018-03-24,Massachusetts,1236,1188
2018-03-24,Michigan,1921,1943
2018-03-24,Minnesota,876,852
2018-03-24,Mississippi,637,619
2018-03-24,Missouri,1283,1308
2018-03-24,Montana,203,195
2018-03-24,Nebraska,346,315
2018-03-24,Nevada,506,499
2018-03-24,New Hampshire,246,209
2018-03-24,New Jersey,1429,1516
2018-03-24,New Mexico,362,372
2018-03-24,New York,3067,3030
2018-03-24,North Carolina,1877,1765
2018-03-24,North Dakota,134,135
2018-03-24,Ohio,2393,2404
2018-03-24,Oklahoma,787,763
2018-03-24,Oregon,754,715
2018-03-24,Pennsylvania,2734,2759
2018-03-24,Puerto Rico,546,578
2018-03-24,Rhode Island,223,195
2018-03-24,South Carolina,972,956
2018-03-24,South Dakota,162,143
2018-03-24,Tennessee,1436,1400
2018-03-24,Texas,4011,3876
2018-03-24,United States,56147,55920
2018-03-24,Utah,376,358
2018-03-24,Vermont,118,131
2018-03-24,Virginia,1316,1395
2018-03-24,Washington,1142,1186
2018-03-24,West Virginia,433,472
2018-03-24,Wisconsin,1047,1087
2018-03-24,Wyoming,89,98
2018-03-31,Alabama,1012,995
2018-03-31,Alaska,84,78
2018-03-31,Arizona,1181,1195
2018-03-31,Arkansas,610,592
2018-03-31,California,5270,5372
2018-03-31,Colorado,774,737
2018-03-31,Connecticut,629,626
2018-03-31,Delaware,182,212
2018-03-31,District of Columbia,112,135
2018-03-31,Florida,4152,4136
2018-03-31,Georgia,1674,1684
2018-03-31,Hawaii,235,261
2018-03-31,Idaho,268,261
2018-03-31,Illinois,2071,2040
2018-03-31,Indiana,1272,1338
2018-03-31,Iowa,582,568
2018-03-31,Kansas,517,524
2018-03-31,Kentucky,942,914
2018-03-31,Louisiana,868,835
2018-03-31,Maine,301,279
2018-03-31,Maryland,946,1003
2018-03-31,Massachusetts,1232,1189
2018-03-31,Michigan,1902,1990
2018-03-31,Minnesota,876,834
2018-03-31,Mississippi,632,593
2018-03-31,Missouri,1264,1293
2018-03-31,Montana,205,163
2018-03-31,Nebraska,342,368
2018-03-31,Nevada,501,489
2018-03-31,New Hampshire,244,229
2018-03-31,New Jersey,1403,1510
2018-03-31,New Mexico,361,354
2018-03-31,New York,3021,2970
2018-03-31,North Carolina,1851,1815
2018-03-31,North Dakota,134,139
2018-03-31,Ohio,2375,2310
2018-03-31,Oklahoma,776,693
2018-03-31,Oregon,748,735
2018-03-31,Pennsylvania,2697,2652
2018-03-31,Puerto Rico,546,548
2018-03-31,Rhode Island,222,180
2018-03-31,South Carolina,963,985
2018-03-31,South Dakota,161,148
2018-03-31,Tennessee,1425,1410
2018-03-31,Texas,3984,3776
2018-03-31,United States,55881,55046
2018-03-31,Utah,373,318
2018-03-31,Vermont,116,88
2018-03-31,Virginia,1303,1341
2018-03-31,Washington,1135,1097
2018-03-31,West Virginia,428,448
2018-03-31,Wisconsin,1041,1056
2018-03-31,Wyoming,88,88
2018-04-07,Alabama,1005,1012
2018-04-07,Alaska,83,92
2018-04-07,Arizona,1176,1247
2018-04-07,Arkansas,599,576
2018-04-07,California,5227,5279
2018-04-07,Colorado,769,780
2018-04-07,Connecticut,620,658
2018-04-07,Delaware,180,179
2018-04-07,District of Columbia,110,120
2018-04-07,Florida,4109,4158
2018-04-07,Georgia,1652,1614
2018-04-07,Hawaii,233,222
2018-04-07,Idaho,267,299
2018-04-07,Illinois,2046,2100
2018-04-07,Indiana,1258,1279
2018-04-07,Iowa,570,614
2018-04-07,Kansas,510,518
2018-04-07,Kentucky,935,889
2018-04-07,Louisiana,851,887
2018-04-07,Maine,297,276
2018-04-07,Maryland,932,937
2018-04-07,Massachusetts,1213,1180
2018-04-07,Michigan,1884,1984
2018-04-07,Minnesota,870,843
2018-04-07,Mississippi,623,592
2018-04-07,Missouri,1249,1268
2018-04-07,Montana,202,212
2018-04-07,Nebraska,335,355
2018-04-07,Nevada,497,507
2018-04-07,New Hampshire,243,256
2018-04-07,New Jersey,1385,1463
2018-04-07,New Mexico,355,369
2018-04-07,New York,2959,3018
2018-04-07,North Carolina,1836,1799
2018-04-07,North Dakota,132,144
2018-04-07,Ohio,2343,2540
2018-04-07,Oklahoma,768,743
2018-04-07,Oregon,738,743
2018-04-07,Pennsylvania,2649,2669
2018-04-07,Puerto Rico,542,565
2018-04-07,Rhode Island,220,229
2018-04-07,South Carolina,956,927
2018-04-07,South Dakota,158,150
2018-04-07,Tennessee,1409,1415
2018-04-07,Texas,3944,3768
2018-04-07,United States,54480,55423
2018-04-07,Utah,372,344
2018-04-07,Vermont,115,94
2018-04-07,Virginia,1285,1338
2018-04-07,Washington,1128,1166
2018-04-07,West Virginia,423,443
2018-04-07,Wisconsin,1034,1034
2018-04-07,Wyoming,86,94
2018-04-14,Alabama,978,1026
2018-04-14,Alaska,82,90
2018-04-14,Arizona,1171,1179
2018-04-14,Arkansas,593,619
2018-04-14,California,5147,5090
2018-04-14,Colorado,767,788
2018-04-14,Connecticut,611,660
2018-04-14,Delaware,178,212
2018-04-14,District of Columbia,108,115
2018-04-14,Florida,4086,4014
2018-04-14,Georgia,1636,1627
2018-04-14,Hawaii,233,238
2018-04-14,Idaho,268,284
2018-04-14,Illinois,2031,2129
2018-04-14,Indiana,1248,1296
2018-04-14,Iowa,566,580
2018-04-14,Kansas,506,518
2018-04-14,Kentucky,927,930
2018-04-14,Louisiana,846,833
2018-04-14,Maine,291,322
2018-04-14,Maryland,927,1019
2018-04-14,Massachusetts,1198,1149
2018-04-14,Michigan,1868,1939
2018-04-14,Minnesota,860,895
2018-04-14,Mississippi,616,593
2018-04-14,Missouri,1234,1282
2018-04-14,Montana,204,190
2018-04-14,Nebraska,331,342
2018-04-14,Nevada,495,498
2018-04-14,New Hampshire,241,220
2018-04-14,New Jersey,1357,1443
2018-04-14,New Mexico,356,404
2018-04-14,New York,2928,3060
2018-04-14,North Carolina,1816,1834
2018-04-14,North Dakota,130,127
2018-04-14,Ohio,2311,2444
2018-04-14,Oklahoma,749,762
2018-04-14,Oregon,733,734
2018-04-14,Pennsylvania,2600,2685
2018-04-14,Puerto Rico,541,517
2018-04-14,Rhode Island,219,188
2018-04-14,South Carolina,948,1001
2018-04-14,South Dakota,155,158
2018-04-14,Tennessee,1404,1415
2018-04-14,Texas,3890,3870
2018-04-14,United States,53927,55354
2018-04-14,Utah,370,370
2018-04-14,Vermont,115,129
2018-04-14,Virginia,1288,1298
2018-04-14,Washington,1121,1155
2018-04-14,West Virginia,423,460
2018-04-14,Wisconsin,1018,1058
2018-04-14,Wyoming,87,82
2018-04-21,Alabama,976,1031
2018-04-21,Alaska,81,98
2018-04-21,Arizona,1156,1161
2018-04-21,Arkansas,591,541
2018-04-21,California,5114,4996
2018-04-21,Colorado,763,752
2018-04-21,Connecticut,598,581
2018-04-21,Delaware,175,188
2018-04-21,District of Columbia,107,109
2018-04-21,Florida,4073,3997
2018-04-21,Georgia,1629,1614
2018-04-21,Hawaii,233,203
2018-04-21,Idaho,267,271
2018-04-21,Illinois,2038,2049
2018-04-21,Indiana,1249,1277
2018-04-21,Iowa,567,576
2018-04-21,Kansas,502,486
2018-04-21,Kentucky,918,906
2018-04-21,Louisiana,836,868
2018-04-21,Maine,290,270
2018-04-21,Maryland,916,929
2018-04-21,Massachusetts,1180,1141
2018-04-21,Michigan,1856,1925
2018-04-21,Minnesota,858,843
2018-04-21,Mississippi,613,623
2018-04-21,Missouri,1213,1285
2018-04-21,Montana,203,191
2018-04-21,Nebraska,328,324
2018-04-21,Nevada,492,474
2018-04-21,New Hampshire,238,248
2018-04-21,New Jersey,1353,1442
2018-04-21,New Mexico,351,334
2018-04-21,New York,2908,3059
2018-04-21,North Carolina,1807,1772
2018-04-21,North Dakota,130,138
2018-04-21,Ohio,2300,2397
2018-04-21,Oklahoma,742,748
2018-04-21,Oregon,732,694
2018-04-21,Pennsylvania,2594,2720
2018-04-21,Puerto Rico,535,507
2018-04-21,Rhode Island,215,211
2018-04-21,South Carolina,946,934
2018-04-21,South Dakota,153,147
2018-04-21,Tennessee,1391,1323
2018-04-21,Texas,3876,3818
2018-04-21,United States,53788,54155
2018-04-21,Utah,367,394
2018-04-21,Vermont,114,123
2018-04-21,Virginia,1270,1301
2018-04-21,Washington,1108,1062
2018-04-21,West Virginia,419,433
2018-04-21,Wisconsin,1018,1068
2018-04-21,Wyoming,86,80
2018-04-28,Alabama,971,971
2018-04-28,Alaska,82,77
2018-04-28,Arizona,1154,1145
2018-04-28,Arkansas,582,580
2018-04-28,California,5110,5139
2018-04-28,Colorado,761,755
2018-04-28,Connecticut,591,654
2018-04-28,Delaware,172,167
2018-04-28,District of Columbia,107,124
2018-04-28,Florida,4038,3893
2018-04-28,Georgia,1614,1649
2018-04-28,Hawaii,231,210
2018-04-28,Idaho,265,262
2018-04-28,Illinois,2023,2077
2018-04-28,Indiana,1233,1247
2018-04-28,Iowa,558,594
2018-04-28,Kansas,495,486
2018-04-28,Kentucky,909,968
2018-04-28,Louisiana,829,909
2018-04-28,Maine,287,301
2018-04-28,Maryland,906,921
2018-04-28,Massachusetts,1169,1105
2018-04-28,Michigan,1840,1900
2018-04-28,Minnesota,848,819
2018-04-28,Mississippi,607,612
2018-04-28,Missouri,1203,1249
2018-04-28,Montana,201,205
2018-04-28,Nebraska,323,301
2018-04-28,Nevada,490,500
2018-04-28,New Hampshire,238,252
2018-04-28,New Jersey,1344,1369
2018-04-28,New Mexico,352,342
2018-04-28,New York,2889,2869
2018-04-28,North Carolina,1786,1703
2018-04-28,North Dakota,129,135
2018-04-28,Ohio,2279,2373
2018-04-28,Oklahoma,737,741
2018-04-28,Oregon,724,699
2018-04-28,Pennsylvania,2559,2685
2018-04-28,Puerto Rico,531,503
2018-04-28,Rhode Island,211,225
2018-04-28,South Carolina,937,899
2018-04-28,South Dakota,152,144
2018-04-28,Tennessee,1387,1462
2018-04-28,Texas,3830,3758
2018-04-28,United States,53480,53848
2018-04-28,Utah,370,395
2018-04-28,Vermont,115,100
2018-04-28,Virginia,1266,1307
2018-04-28,Washington,1095,1057
2018-04-28,West Virginia,413,428
2018-04-28,Wisconsin,1015,1010
2018-04-28,Wyoming,86,75
2018-05-05,Alabama,967,1039
2018-05-05,Alaska,83,93
2018-05-05,Arizona,1156,1157
2018-05-05,Arkansas,579,625
2018-05-05,California,5077,4968
2018-05-05,Colorado,764,709
2018-05-05,Connecticut,585,591
2018-05-05,Delaware,173,164
2018-05-05,District of Columbia,106,135
2018-05-05,Florida,4002,3961
2018-05-05,Georgia,1607,1604
2018-05-05,Hawaii,230,222
2018-05-05,Idaho,266,263
2018-05-05,Illinois,1991,2167
2018-05-05,Indiana,1213,1277
2018-05-05,Iowa,549,588
2018-05-05,Kansas,490,456
2018-05-05,Kentucky,901,913
2018-05-05,Louisiana,824,846
2018-05-05,Maine,283,260
2018-05-05,Maryland,897,917
2018-05-05,Massachusetts,1156,1160
2018-05-05,Michigan,1826,1857
2018-05-05,Minnesota,846,859
2018-05-05,Mississippi,603,577
2018-05-05,Missouri,1197,1245
2018-05-05,Montana,200,176
2018-05-05,Nebraska,321,330
2018-05-05,Nevada,483,468
2018-05-05,New Hampshire,236,227
2018-05-05,New Jersey,1336,1467
2018-05-05,New Mexico,350,338
2018-05-05,New York,2860,2907
2018-05-05,North Carolina,1772,1772
2018-05-05,North Dakota,126,123
2018-05-05,Ohio,2238,2500
2018-05-05,Oklahoma,734,787
2018-05-05,Oregon,715,670
2018-05-05,Pennsylvania,2531,2574
2018-05-05,Puerto Rico,530,538
2018-05-05,Rhode Island,208,228
2018-05-05,South Carolina,927,919
2018-05-05,South Dakota,149,153
2018-05-05,Tennessee,1376,1432
2018-05-05,Texas,3798,3830
2018-05-05,United States,52923,53875
2018-05-05,Utah,370,336
2018-05-05,Vermont,113,108
2018-05-05,Virginia,1251,1239
2018-05-05,Washington,1091,1052
2018-05-05,West Virginia,411,460
2018-05-05,Wisconsin,996,1039
2018-05-05,Wyoming,85,87
2018-05-12,Alabama,956,950
2018-05-12,Alaska,82,71
2018-05-12,Arizona,1145,1141
2018-05-12,Arkansas,573,627
2018-05-12,California,5046,4946
2018-05-12,Colorado,762,793
2018-05-12,Connecticut,579,593
2018-05-12,Delaware,173,172
2018-05-12,District of Columbia,106,107
2018-05-12,Florida,3968,3857
2018-05-12,Georgia,1587,1680
2018-05-12,Hawaii,229,221
2018-05-12,Idaho,264,266
2018-05-12,Illinois,1970,1903
2018-05-12,Indiana,1200,1222
2018-05-12,Iowa,540,561
2018-05-12,Kansas,483,484
2018-05-12,Kentucky,897,867
2018-05-12,Louisiana,815,891
2018-05-12,Maine,276,238
2018-05-12,Maryland,892,940
2018-05-12,Massachusetts,1147,1133
2018-05-12,Michigan,1815,1790
2018-05-12,Minnesota,831,834
2018-05-12,Mississippi,595,577
2018-05-12,Missouri,1186,1188
2018-05-12,Montana,199,173
2018-05-12,Nebraska,317,314
2018-05-12,Nevada,482,460
2018-05-12,New Hampshire,237,250
2018-05-12,New Jersey,1317,1311
2018-05-12,New Mexico,348,360
2018-05-12,New York,2823,2718
2018-05-12,North Carolina,1750,1787
2018-05-12,North Dakota,125,127
2018-05-12,Ohio,2220,2350
2018-05-12,Oklahoma,723,732
2018-05-12,Oregon,714,629
2018-05-12,Pennsylvania,2504,2404
2018-05-12,Puerto Rico,527,569
2018-05-12,Rhode Island,205,183
2018-05-12,South Carolina,920,879
2018-05-12,South Dakota,150,137
2018-05-12,Tennessee,1371,1384
2018-05-12,Texas,3772,3715
2018-05-12,United States,52654,52221
2018-05-12,Utah,364,344
2018-05-12,Vermont,112,89
2018-05-12,Virginia,1247,1234
2018-05-12,Washington,1087,1058
2018-05-12,West Virginia,409,399
2018-05-12,Wisconsin,985,1041
2018-05-12,Wyoming,84,91
2018-05-19,Alabama,949,1005
2018-05-19,Alaska,82,72
2018-05-19,Arizona,1130,1030
2018-05-19,Arkansas,569,575
2018-05-19,California,5016,4696
2018-05-19,Colorado,762,682
2018-05-19,Connecticut,577,546
2018-05-19,Delaware,171,178
2018-05-19,District of Columbia,105,104
2018-05-19,Florida,3953,3799
2018-05-19,Georgia,1577,1555
2018-05-19,Hawaii,226,205
2018-05-19,Idaho,263,264
2018-05-19,Illinois,1966,1891
2018-05-19,Indiana,1204,1187
2018-05-19,Iowa,537,545
2018-05-19,Kansas,485,476
2018-05-19,Kentucky,895,918
2018-05-19,Louisiana,811,878
2018-05-19,Maine,275,243
2018-05-19,Maryland,884,859
2018-05-19,Massachusetts,1134,1114
2018-05-19,Michigan,1795,1711
2018-05-19,Minnesota,826,785
2018-05-19,Mississippi,593,537
2018-05-19,Missouri,1180,1153
2018-05-19,Montana,197,171
2018-05-19,Nebraska,315,312
2018-05-19,Nevada,478,449
2018-05-19,New Hampshire,236,242
2018-05-19,New Jersey,1304,1260
2018-05-19,New Mexico,345,314
2018-05-19,New York,2809,2639
2018-05-19,North Carolina,1741,1633
2018-05-19,North Dakota,125,128
2018-05-19,Ohio,2223,2191
2018-05-19,Oklahoma,717,751
2018-05-19,Oregon,712,682
2018-05-19,Pennsylvania,2484,2391
2018-05-19,Puerto Rico,528,547
2018-05-19,Rhode Island,202,209
2018-05-19,South Carolina,920,926
2018-05-19,South Dakota,148,154
2018-05-19,Tennessee,1362,1340
2018-05-19,Texas,3766,3752
2018-05-19,United States,52433,50741
2018-05-19,Utah,366,345
2018-05-19,Vermont,111,95
2018-05-19,Virginia,1224,1207
2018-05-19,Washington,1080,1067
2018-05-19,West Virginia,407,436
2018-05-19,Wisconsin,979,958
2018-05-19,Wyoming,85,81
2018-05-26,Alabama,944,977
2018-05-26,Alaska,83,73
2018-05-26,Arizona,1131,1063
2018-05-26,Arkansas,568,582
2018-05-26,California,5032,4845
2018-05-26,Colorado,759,718
2018-05-26,Connecticut,574,573
2018-05-26,Delaware,169,188
2018-05-26,District of Columbia,104,117
2018-05-26,Florida,3928,3678
2018-05-26,Georgia,1560,1527
2018-05-26,Hawaii,226,207
2018-05-26,Idaho,263,252
2018-05-26,Illinois,1955,1899
2018-05-26,Indiana,1193,1178
2018-05-26,Iowa,531,553
2018-05-26,Kansas,482,480
2018-05-26,Kentucky,891,860
2018-05-26,Louisiana,806,890
2018-05-26,Maine,275,281
2018-05-26,Maryland,883,902
2018-05-26,Massachusetts,1133,1102
2018-05-26,Michigan,1789,1713
2018-05-26,Minnesota,821,823
2018-05-26,Mississippi,585,561
2018-05-26,Missouri,1172,1191
2018-05-26,Montana,197,156
2018-05-26,Nebraska,309,277
2018-05-26,Nevada,480,468
2018-05-26,New Hampshire,235,224
2018-05-26,New Jersey,1295,1339
2018-05-26,New Mexico,344,303
2018-05-26,New York,2785,2814
2018-05-26,North Carolina,1730,1722
2018-05-26,North Dakota,123,128
2018-05-26,Ohio,2212,2228
2018-05-26,Oklahoma,713,764
2018-05-26,Oregon,705,652
2018-05-26,Pennsylvania,2469,2488
2018-05-26,Puerto Rico,528,517
2018-05-26,Rhode Island,197,193
2018-05-26,South Carolina,908,890
2018-05-26,South Dakota,147,147
2018-05-26,Tennessee,1358,1337
2018-05-26,Texas,3760,3613
2018-05-26,United States,52244,51057
2018-05-26,Utah,366,386
2018-05-26,Vermont,109,102
2018-05-26,Virginia,1221,1194
2018-05-26,Washington,1076,965
2018-05-26,West Virginia,404,395
2018-05-26,Wisconsin,970,953
2018-05-26,Wyoming,85,86
2018-06-02,Alabama,935,973
2018-06-02,Alaska,84,63
2018-06-02,Arizona,1128,1033
2018-06-02,Arkansas,562,608
2018-06-02,California,4997,4935
2018-06-02,Colorado,758,709
2018-06-02,Connecticut,568,534
2018-06-02,Delaware,168,153
2018-06-02,District of Columbia,104,106
2018-06-02,Florida,3902,3903
2018-06-02,Georgia,1554,1608
2018-06-02,Hawaii,226,199
2018-06-02,Idaho,264,273
2018-06-02,Illinois,1931,1923
2018-06-02,Indiana,1181,1150
2018-06-02,Iowa,524,476
2018-06-02,Kansas,473,503
2018-06-02,Kentucky,890,846
2018-06-02,Louisiana,800,828
2018-06-02,Maine,276,266
2018-06-02,Maryland,878,863
2018-06-02,Massachusetts,1117,1140
2018-06-02,Michigan,1779,1781
2018-06-02,Minnesota,821,734
2018-06-02,Mississippi,580,560
2018-06-02,Missouri,1163,1175
2018-06-02,Montana,195,163
2018-06-02,Nebraska,310,311
2018-06-02,Nevada,481,493
2018-06-02,New Hampshire,235,230
2018-06-02,New Jersey,1280,1269
2018-06-02,New Mexico,340,308
2018-06-02,New York,2745,2728
2018-06-02,North Carolina,1721,1700
2018-06-02,North Dakota,120,133
2018-06-02,Ohio,2198,2199
2018-06-02,Oklahoma,712,709
2018-06-02,Oregon,703,679
2018-06-02,Pennsylvania,2433,2394
2018-06-02,Puerto Rico,530,513
2018-06-02,Rhode Island,197,194
2018-06-02,South Carolina,902,917
2018-06-02,South Dakota,147,134
2018-06-02,Tennessee,1350,1362
2018-06-02,Texas,3724,3738
2018-06-02,United States,51612,51163
2018-06-02,Utah,365,363
2018-06-02,Vermont,109,97
2018-06-02,Virginia,1205,1218
2018-06-02,Washington,1077,1042
2018-06-02,West Virginia,401,441
2018-06-02,Wisconsin,967,923
2018-06-02,Wyoming,84,76
2018-06-09,Alabama,932,1011
2018-06-09,Alaska,84,78
2018-06-09,Arizona,1110,1086
2018-06-09,Arkansas,561,573
2018-06-09,California,4970,5039
2018-06-09,Colorado,747,681
2018-06-09,Connecticut,567,573
2018-06-09,Delaware,166,190
2018-06-09,District of Columbia,103,113
2018-06-09,Florida,3888,3918
2018-06-09,Georgia,1553,1536
2018-06-09,Hawaii,223,197
2018-06-09,Idaho,266,264
2018-06-09,Illinois,1926,1882
2018-06-09,Indiana,1180,1166
2018-06-09,Iowa,521,552
2018-06-09,Kansas,473,496
2018-06-09,Kentucky,883,885
2018-06-09,Louisiana,797,882
2018-06-09,Maine,272,237
2018-06-09,Maryland,879,989
2018-06-09,Massachusetts,1104,1110
2018-06-09,Michigan,1770,1715
2018-06-09,Minnesota,812,778
2018-06-09,Mississippi,579,587
2018-06-09,Missouri,1157,1222
2018-06-09,Montana,195,190
2018-06-09,Nebraska,307,311
2018-06-09,Nevada,480,500
2018-06-09,New Hampshire,236,198
2018-06-09,New Jersey,1267,1362
2018-06-09,New Mexico,342,368
2018-06-09,New York,2735,2784
2018-06-09,North Carolina,1718,1773
2018-06-09,North Dakota,120,121
2018-06-09,Ohio,2191,2268
2018-06-09,Oklahoma,706,730
2018-06-09,Oregon,703,661
2018-06-09,Pennsylvania,2411,2501
2018-06-09,Puerto Rico,527,522
2018-06-09,Rhode Island,197,198
2018-06-09,South Carolina,899,882
2018-06-09,South Dakota,146,173
2018-06-09,Tennessee,1349,1360
2018-06-09,Texas,3702,3743
2018-06-09,United States,51405,52127
2018-06-09,Utah,363,386
2018-06-09,Vermont,109,103
2018-06-09,Virginia,1200,1230
2018-06-09,Washington,1076,1072
2018-06-09,West Virginia,400,431
2018-06-09,Wisconsin,962,936
2018-06-09,Wyoming,85,86
2018-06-16,Alabama,933,940
2018-06-16,Alaska,89,82
2018-06-16,Arizona,1099,1154
2018-06-16,Arkansas,557,603
2018-06-16,California,4948,4804
2018-06-16,Colorado,744,713
2018-06-16,Connecticut,561,543
2018-06-16,Delaware,165,165
2018-06-16,District of Columbia,104,114
2018-06-16,Florida,3877,3793
2018-06-16,Georgia,1541,1517
2018-06-16,Hawaii,224,252
2018-06-16,Idaho,263,260
2018-06-16,Illinois,1934,1872
2018-06-16,Indiana,1179,1190
2018-06-16,Iowa,525,573
2018-06-16,Kansas,477,493
2018-06-16,Kentucky,884,872
2018-06-16,Louisiana,794,821
2018-06-16,Maine,271,250
2018-06-16,Maryland,878,866
2018-06-16,Massachusetts,1093,1098
2018-06-16,Michigan,1768,1797
2018-06-16,Minnesota,810,810
2018-06-16,Mississippi,579,592
2018-06-16,Missouri,1157,1167
2018-06-16,Montana,194,195
2018-06-16,Nebraska,305,315
2018-06-16,Nevada,479,483
2018-06-16,New Hampshire,235,230
